a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-142403,66906,Perpignan,DEPARTEMENT DES PYRENEES-ORIENTALES,"['Equipement sportif', 'Habillement', 'Objet publicitaire']",Accord-Cadre Pour L'Acquisition D'Objets Promotionnels Divers,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143620,67070,Strasbourg cedex,DRE Alsace,['Topographie'],La présente prestation vise à réaliser un levé topographique de l?A35 sur le territoire de l?Eurométropole de Strasbourg. Le levé topographique devra être réalisé de l?échangeur A35/A352/A355 au Su..,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141051,67070,Strasbourg cedex,REGION GRAND EST,"['Maintenance', 'Sécurité incendie']",maintenance des installations de sécurité incendie de la région grand est - territoire alsace,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143414,67070,Strasbourg Cedex,REGION GRAND EST,['Climatisation'],Installation d'un groupe froid au CFA Roosevelt à Mulhouse,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-20
19-143168,67076,STRASBOURG CEDEX,Ville de Strasbourg,"['Menuiserie', ""Tous corps d'état""]","Travaux de création d'une salle de gymnastique et mise en sécurité, améliorations thermiques et accessibilité handicapée du gymnase de la Canardière - reconsultation lot 07 Menuiserie aluminium",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143028,67076,STRASBOURG CEDEX,Ville de Strasbourg,['Mobilier'],Acquisition de chaises y compris accessoires associés,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143206,67076,STRASBOURG CEDEX,Eurométropole de Strasbourg,['Impression'],Fourniture et maintenance d'un système d'impression grand format hybride à convoyeur,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143343,67091,Strasbourg cedex,HOPITAUX UNIVERSITAIRES DE STRASBOURG,['Voirie et réseaux divers'],"La présente consultation porte sur le nettoyage, le curage des réseaux d'eaux usées ou pluviales et sur les vidanges, le curage des dégraisseurs, des séparateurs de fécules ou d'hydrocarbure",non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142142,67091,Strasbourg cedex,HOPITAUX UNIVERSITAIRES DE STRASBOURG,['Prestations de services'],Accompagnement externe visant à améliorer l'IP-DMS des HUS en vue de la poursuite d'un plan d'adaptation capacitaire,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-140679,67129,Molsheim cedex,Ville de MOLSHEIM,"[""Maîtrise d'oeuvre""]",maîtrise d'oeuvre relative à l'aménagement d'une liaison verte le long de la voie ferrée strasbourg-sélestat entre le pn20 et le pn21,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142981,67300,Schiltigheim,Chambre des Métiers d'Alsace,['Véhicules (location)'],ACCORD-CADRE DE LOCATION DE VEHICULES UTILITAIRES SANS CHAUFFEURS POUR LA CHAMBRE DE METIERS D'ALSACE,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143080,67360,Durrenbach,Communauté de cnes Sauer-Pechelbronn,"['Publicité, Communication']",cité des énergies : mission d'assistance pour la recherche de partenaires et organisation d'une campagne de communication,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143505,67504,Haguenau,CA DE HAGUENAU,['Etude'],Etudes de faisabilité préalables à l'extension de zones d'activités.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142376,67604,Sélestat cedex,Ville de Sélestat,['Travaux forestiers'],Travaux sylvicoles en forêts de Sélestat - Plaines et montagnes,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143541,68006,COLMAR CEDEX,Conseil départemental du Haut-Rhin,['Etude'],Mission de Maîtrise d'oeuvre - Travaux d'aménagement de la salle de l'Assemblée de l'Hôtel du Département à COLMAR - Relance de la consultation,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143461,68024,Colmar,Hopitaux Civils de Colmar,"['Démolition', 'Amiante (désamiantage)']",Déconstruction et désamiantage du site 'Gensburger',non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142331,68024,Colmar,Hopitaux Civils de Colmar,['Consommables médicaux'],Fourniture de dispositifs médicaux pour la radiologie interventionnelle,non,directive24,joue,attribution,initial,non,2019-09-20
19-143288,68024,Colmar,Hopitaux Civils de Colmar,['Boisson'],Fourniture de boissons,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143657,68024,Colmar,Hopitaux Civils de Colmar,['Electricité (travaux)'],Mise en conformité des installations électriques et de secours du site Le Parc des Hôpitaux Civils de Colmar,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143156,68502,Guebwiller Cedex,C.C. de la Région de Guebwiller,['Produits chimiques'],fourniture et livraison de produits chimiques pour le traitement des eaux usées de la station d'épuration à issenheim,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142035,69002,Lyon,REGION AUVERGNE RHONE ALPES,['Prestations de services'],Prestations Financières 2020-2024,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142271,69110,Sainte Foy les Lyon,Centre de Gestion de la FPT du Rhône,['Titres restaurant'],Fourniture de titres restaurant aux agents des collectivités et établissements publics du Rhône et de la Métropole de Lyon qui ont conventionné avec le cdg69.,non,directive24,joue,attribution,initial,non,2019-09-20
19-142275,69110,Sainte Foy les Lyon,Centre de Gestion de la FPT du Rhône,['Prestations de services'],Contrat cadre de prestations d'action sociale mutualisées pour les agents des collectivités (Rhône+métropole de Lyon).,non,directive24,joue,attribution,initial,non,2019-09-20
19-141907,69140,Rillieux-La-Pape,COMMUNE DE RILLIEUX LA PAPE,['Restauration collective'],"Concession de service public de la restauration scolaire, extrascolaire et petite enfance",non,directive23,joue,attribution,initial,non,2019-09-20
19-143368,69205,Lyon cedex 01,Ville de Lyon,['Formation'],Dispositif d'évaluation des aptitudes et du potentiel au regard du niveau de qualification,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143555,69321,Lyon cedex 05,Voies navigables de France,['Mur de soutènement'],"La présente consultation concerne :les travaux de restauration en pierres de moyen et grand appareil, des murs de soutènement amont et aval du tunnel de Saint Albin. L'ouvrage est inscrit monume",non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143012,69347,Lyon cedex 07,DRSID Lyon,['Piscine'],CALVI (2B) - 2ème REP - Camp Raffalli - Rénovation de l'abri piscine.,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143100,69347,Lyon cedex 07,DRSID Lyon,['Gros oeuvre'],PONT-DE-CLAIX (38) - CHAMP DE TIR DE COMBOIRE - CONSTRUCTION D'UN STAND DE TIR OUVERT 5-150 M,oui,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143628,69360,Saint Symphorien d'Ozon,Cté Cnes du Pays de l'Ozon,"['Démolition', 'Amiante (désamiantage)']",Désamiantage et démolition du bâtiment situé 23 rue du Sillon à Communay,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-141957,69373,Lyon cedex 08,CHU Lyon,['Matériel médical'],"Fourniture de divers équipements, consommables captifs et prestations associées pour les services d'anatomie cytologie pathologique des HCL",non,directive24,joue,attribution,initial,non,2019-09-20
19-135535,69401,Lyon,DDT 69,"['Menuiserie', 'Serrurerie', 'Amiante (désamiantage)']",accord-cadre à bons de commande relatif à la réalisation de travaux de remplacement et réparation de portes métalliques coupe-feu à la cité administrative d'état de lyon 3,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143344,69409,Lyon cedex 03,CAF RHONE,['Mobilier'],Acquisition de sièges dans le cadre d'un groupement de commande entre 2 Caisses d'allocations familiales de la région Auvergne Rhône-Alpes,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143340,69409,Lyon cedex 03,CAF RHONE,['Mobilier'],"Acquisition de mobilier de bureau (plans de travail, caissons et accessoires) dans le cadre d'un groupement de commande entre 3 Caisses d'allocations familiales de la région Auvergne Rhône-A",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143610,69427,Lyon cedex03,S.E.R.L,"['Contrôle technique', 'Ingénierie']",Missions de CSPS et Contrôle technique pour la démolition/reconstruction de la résidence universitaire Mermoz à Lyon 8e. Consultation en 2 lots séparés:- Lot 1: CSPS;- Lot 2: Contrôle technique.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-135850,69440,Mornant,COMMUNAUTE DE CME DU PAYS MORNANTAIS,"['Réseaux divers', 'Voirie']",travaux d'entretien et d'aménagement de voirie et réseaux divers.,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-143474,69487,Lyon,SYTRAL,['Etude'],"Accord-cadre relatif à des missions de Coordonnateur de sécurité et de protection de la santé (CSPS) de niveau 1, 2 et 3 multi-opérations de développement du réseau",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143144,69487,Lyon,SYTRAL,"['Prestations de services', 'Ingénierie']","Marché relatif à une mission de programmiste dans le cadre du projet de métro E, de l'Ouest de l'agglomération au centre de Lyon",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143590,69487,Lyon,SYTRAL,"[""Maîtrise d'oeuvre""]",Mission de maitrise d'oeuvre pour les systèmes de sécurité incendie de Poudrette,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143463,69487,Lyon,SYTRAL,['Sécurité incendie'],"Renouvellement des SSI (Systèmes de Sécurité Incendie)sur les lignes A/B/C du métro de Lyon, et de l'UAE (Unité d'Aide à l'Exploitation) du métro",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-140116,69505,Lyon cedex 03,METROPOLE DE LYON,['Formation'],Formation à la conduite en sécurité des engins de nettoiement de voirie,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-140398,69505,Lyon cedex 03,METROPOLE DE LYON,['Nettoyage urbain'],prestation d'entretien d'espaces publics métropolitains sur la commune de fontaines sur saône,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143662,69518,Vaulx en Velin cedex,COMMUNE DE VAULX EN VELIN,['Contrôle technique'],Missions de Coordination Sécurité et Protection de la Santé (CSPS) + Contrôle Technique (CT) pour la construction d'un équipement sportif au village à Vaulx-en-Velin,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142120,69518,Vaulx en Velin cedex,COMMUNE DE VAULX EN VELIN,"['Chauffage (exploitation, entretien)']",Exploitation et maintenance des installations thermiques du patrimoine de la Ville de Vaulx En VelinLot N°2 : Installations thermiques de chauffage gaz,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142165,69601,Villeurbanne,Ville de Villeurbanne,"['Matériel agricole, horticole']",Acquisition De Matériels Pour L'Entretien Et La Gestion Des Espaces Verts,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142134,69674,Bron,Cerema,"['Assurance', 'Prestations de services']",Prestations d'assurance,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142378,71018,Macon cedex,CENTRE HOSPITALIER DE MACON,['Transport'],Prestations de transports de patients relevant de l'article 80 pour les établissements membres du GHT de la Bourgogne Méridionale,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142547,71400,Autun,Le Grand Autunois Morvan,['Etude'],"étude de définition, d'opportunité et de faisabilité pour la requalification du site de mardor hors vrf.",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143589,72039,Le Mans,Le Mans Métropole - Communauté Urbaine,['Equipements spécialisés'],Acquisition et installation d'un système d'aération sur la lagune no1 de la station d'épuration de Trangé,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142124,73018,Chambery,DEPARTEMENT DE LA SAVOIE,['Cuisine (équipement)'],Achat Et Installation D'Equipements De Cuisine Pour Les Colleges Publics Et Batiments Departementaux De La Savoie,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142317,73026,Chambery Cedex,GRAND CHAMBERY,"['Prestations de services', ""Aire d'accueil""]","Gestion de l'aire d'accueil, de l'aire de grand passage et de 11 terrains familiaux des gens du voyage sur le territoire de Grand Chambéry",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143233,73207,ALBERTVILLE,Ville d'Albertville,['Extincteur'],Entretien des installations techniques de sécurité,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143477,73207,ALBERTVILLE,Ville d'Albertville,['Végétaux'],Fourniture de plantes à massifs - saison estivale,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142127,73500,Modane,SOC FRANCAISE TUNNEL ROUTIER DE FREJUS,"['Métallerie', 'Ouvrage métallique', 'Peinture (travaux)', 'Plancher technique']","Ouverture au trafic du deuxième tube du tunnel du Fréjus:Marché 5 : Métallerie, Peinture des locaux et aménagements divers",non,autre,joue,rectificatif,rectificatif,non,2019-09-20
19-142822,73800,Montmélian,Ville de Montmélian,"['Ascenseur', 'Charpente', 'Cloison, faux plafond', 'Echafaudage', 'Matériaux de construction', 'Menuiserie', 'Plomberie (travaux)', 'Serrurerie']",travaux de rénovation de l'hôtel nicolle de la place,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142505,74011,Annecy,Ville d'Annecy,['Pièces détachées'],Fournitures De Pieces D'Equipementier Adaptables Et De Filtres,non,directive24,joue,attribution,initial,non,2019-09-20
19-143660,74108,Ville la Grand,COMMUNE DE VILLE LA GRAND,['Bâtiments modulaires'],LOCATION DE SALLES DE RESTAURATION SCOLAIRE MODULAIRES - ECOLE DE POTTIERES,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143676,74136,Bonneville Cedex,mairie de Bonneville,['Objet publicitaire'],"Concession de services relative à la mise à disposition, l'installation, l'entretien et l'exploitation de mobiliers urbains sur le domaine public de la Ville de Bonneville",non,autre,dsp,attribution,initial,non,2019-09-20
19-143732,74200,Thonon les bains,Commune de Thonon-les-Bains,"['Alimentation en eau potable', 'Canalisations', 'Terrassement']","Travaux d'entretien, de réfection, de réparations et de petites extensions des canalisations et branchements d'eau potable. Accord-cadre mono-attributaire avec émission de bons de commande p",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143482,74210,FAVERGES-SEYTHENEX,Ville de Faverges,"['Décoration (travaux)', 'Signalisation']",Travaux d'aménagement d'un relais assistantes maternelles et d'un centre médical intercommunal de Faverges-Seythenexlot 9 : mobilier / agencement / signalétique,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143133,74440,MORILLON,COMMUNE DE MORILLON,"[""Maîtrise d'oeuvre""]","Mission de maîtrise d'oeuvre : aménagement d'un cabinet médical , rénovation et amélioration de l'efficacité énergétique au sein d'un bâtiment public communal de la commune de Mori",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143139,74500,PUBLIER,COM COMMUNES PAYS EVIAN VAL ABONDANCE,['Ingénierie'],Maîtrise d'oeuvre pour l'aménagement et la réhabilitation de l'ancienne fruitière de Vinzier,non,cmp2006,fns,appeloffre,initial,oui,2019-09-20
19-142067,74500,Saint-Gingolph,COMMUNE DE SAINT-GINGOLPH,['Travaux de viabilité'],Réparation Des Quais Sur Le Leman,non,directive24,joue,attribution,initial,non,2019-09-20
19-142963,74960,Annecy,SCE DEPARTEMENTAL INCENDIE ET SECOURS,['Prestations de services'],Mission de programmation - Construction du centre d'incendie et de secours de Saint-Julien-en-Genevois,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143538,74987,Annecy cedex 9,CAF de Haute-Savoie,"['Carburant, hydrocarbure']",Fourniture de carburant au détail par cartes accréditives et prestations associées,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143743,75002,Paris,Direction Régionale Finances Publiques,['Etanchéité'],Travaux d'urgence concernant les terrasses et toitures du Centre des Finances publiques situé 5 rue de Londres 75009 Paris,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-141804,75004,Paris,Centre des monuments nationaux,['Espaces verts'],fourniture et plantation d'arbres au domaine national de champs-sur-marne,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-115014,75005,Paris,Sorbonne Université,['Informatique (matériel)'],"acquisition de périphériques et d'accessoires informatiques (hors écrans, imprimantes et consommables informatiques) pour les structures de sorbonne université.",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143402,75006,Paris,Sorbonne Université,"['Matériel électronique médical', 'Matériel médical']","acquisition, installation et mise en service de mannequins de simulation à l'échographie.",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143373,75007,PARIS,CAISSE DES DEPOTS,"[""Maîtrise d'oeuvre"", 'Prestations de services', 'Ingénierie']",MISSION DE MOE (Y COMPRIS DIA) POUR LE RAVALEMENT DES FAÇADES DE L'IMMEUBLE DE LA CDC 51 RUE DE LILLE ET 13 QUAI VOLTAIRE - PARIS 7EME ARDT,non,cmp2006,mapa,attribution,initial,oui,2019-09-20
19-142063,75008,Paris,APCA,['Abonnement'],Fourniture et gestion des abonnements à des périodiques papiers et/ou électroniques français et/ou étrangers pour l'Apca,non,directive24,joue,attribution,initial,non,2019-09-20
19-143081,75009,Paris cedex 15,MINDEF/SGA/SPAC/S-Direction des achats,['Formation'],Formation d'agent magasinier et Certificat d'aptitude à la conduite en sécurité (CACES) au profit des volontaires stagiaires du SMV de Brétigny sur Orge,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-142499,75010,Paris,PARIS MUSEES,"['Prestations de services', 'Transport']",Accord cadre relatif à des prestations de transport et d'accrochage d'oeuvres d'art pour des expositions temporaires organisées par l'établissement public Paris Musées,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143691,75010,Paris,VILLE DE PARIS,"['Gros oeuvre', 'Menuiserie', 'Revêtements de sols', 'Sécurité incendie', 'Amiante (désamiantage)']","Marché de travaux relatif à la restructuration complète de la Bibliothèque François Villon située 81 boulevard de la Villette 75010 Paris comprenant notamment des travaux de curage, désamiantage, d..",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142109,75011,Paris,GIP RESAH,['Déchets non ménagers (prestations)'],"Gestion des DASRI, pièces anatomiques d'origine humaine, déchets chimiques des laboratoires, médicaments, et amalgames dentaires et prestations associées",non,directive24,joue,attribution,initial,oui,2019-09-20
19-143716,75013,PARIS,EAU DE PARIS,['Informatique (prestations de services)'],Services liés à internet (gestion des noms de domaines),non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143047,75013,Paris,Ville de Paris,"['Bâtiments modulaires', 'Démolition', 'Voirie et réseaux divers']","Création de Bâtiments modulaires, Centre Sportif Déjerine, 36 rue des Docteurs Déjerine, 75020 PARIS, opération traitée en deux lots juridiques:- Lot 1: Démolition/Curage/Préparation du terrain- ..",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-142349,75013,Paris,Ecole National Sup. d'Arts et Métiers,['Surveillance'],Prestations de sécurité/gardiennage et de surveillance générale des bâtiments de l'ENSAM Lot 1 : Campus de Paris Lot 2 : Campus de Metz,non,directive24,joue,attribution,initial,non,2019-09-20
19-142094,75013,PARIS,OPPIC,"['Appareil élévateur', 'Ascenseur', 'Chauffage (travaux)', 'Climatisation', 'Décoration (travaux)', 'Electricité (travaux)', 'Ferronnerie', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Serrurerie']",hôtel de rohan : remontage des décors de la chancellerie d'orléans,non,directive24,joue,attribution,initial,non,2019-09-20
19-143578,75013,Paris,INSERM,['Audit'],"audit financier, juridique et technique des relations entre l'inserm et inserm transfert sa, notamment dans le cadre de la délégation de service public",non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142279,75015,Paris,Conseil supérieur de l'audiovisuel,"['Abris', 'Formation']",Prestations de formations pour les agents du Conseil supérieur de l'audiovisuel,non,directive24,joue,attribution,initial,non,2019-09-20
19-142008,75055,Paris cedex 01,Cour d'appel de Paris - SAR,['Maintenance'],Maintenance des équipements de sûreté du palais de justice de Paris et de ses annexes,non,directive24,joue,attribution,initial,non,2019-09-20
19-141679,75186,Paris Cedex 04,Centre des monuments nationaux,"['Maçonnerie', 'Monuments historiques']",Travaux de réparation des murs de clôture et des restanques au monastère de Saorge,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-141023,75195,Paris cedex 04,Préfecture de Police,"['Cuir', 'Outillage', 'Textile']",Acquisition de matériels de bourrellerie et de sellerie pour la Brigade de Sapeurs-Pompiers de Paris et la Direction Opérationnelle des Services Techniques et Logistiques de la Préfecture de police.,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-141070,75195,Paris cedex 04,Préfecture de Police,"['Véhicules', 'Véhicules (acquisition)']",Fourniture de deux semi-remorques porte-barrières ' Vauban ' au profit de la Préfecture de police.,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-130919,75214,Paris Cedex 13,EAU DE PARIS,['Sondage (travaux)'],investigations géotechniques,non,directive25,joue,attribution,initial,non,2019-09-20
19-143640,75588,Paris,SIPPEREC,['Audit'],Contrôle financier et patrimonial des concessions de distribution publique d'électricité,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142019,75588,Paris cedex 12,SIFUREP,"['Publicité, Communication']","Conception des outils de communication du SIFUREP, dont la refonte du site internet",non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142545,75624,Paris,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,['Véhicules (acquisition)'],Pic 19050,non,directive24,joue,appeloffre,initial,oui,2019-09-20
19-142131,75646,Paris cedex 13,METROPOLE DU GRAND PARIS,['Audiovisuel'],Location de matériels et services audiovisuels pour le dispositif de concertation du SCoT métropolitain,non,directive24,joue,attribution,initial,non,2019-09-20
19-142978,75675,Paris cedex 14,Caisse des Ecoles du 14ème ardt Paris,['Prestations de services'],ANALYSES MICROBIOLOGIQUES dans les restaurants scolaires du 14ème Ardt de Paris.,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-142155,75676,Paris cedex 14,CAVAMAC Caisse d'Allocation Vieillesse,['Prestations de services'],"Les missions attendues sont les suivantes : Dépositaire, conservateur, gestion comptable, transactions, autres services de gestion administrative, reporting et transparisation du portefeuille.",non,directive24,joue,attribution,initial,non,2019-09-20
19-142104,75685,Paris cedex 14,CNAF,"['Etude', 'Prestations de services']",Réalisation d'une étude ethnographique sur l'accueil en établissements d'accueil du jeune enfant (EAJE),non,directive24,joue,appeloffre,initial,non,2019-09-20
19-142012,75732,Paris cedex 15,Ministère des Affaires étrangères,['Informatique (prestations de services)'],Hébergement de sites Web du Ministères de l'Europe et des Affaires étrangères (MEAE) ainsi que la fourniture de services asssociés,non,directive24,joue,attribution,initial,non,2019-09-20
19-142395,75737,Paris cedex 15,Centre National de Gestion,['Informatique (matériel)'],Location tablettes.,non,directive24,joue,appeloffre,initial,non,2019-09-20
19-143728,75927,Paris cedex 19,SPL Paris et Métropole aménagement,['Prestations de services'],"Accord-cadre portant sur une mission d'assistance à maîtrise "" Quartier Carbone Climat "" pour la ZAC Chapelle-Charbon à Paris 18ème",non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-142258,75986,Paris cedex 20,Informatique-Acheteur_Juriste,['Informatique (prestations de services)'],"Fourniture, paramétrage, intégration, hébergement, exploitation et maintenance d'une solution pour servir les offres d'accompagnement en santé de l'Assurance Maladie",non,directive24,joue,attribution,initial,non,2019-09-20
19-143509,76022,Rouen cedex,GRAND PORT MARITIME DE ROUEN,"[""Tous corps d'état"", ""Travaux dans l'eau""]",Travaux conservatoires sur le quai CPAQ _Le Grand Quevilly,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143087,76031,Rouen cedex,CHU-Hôpitaux de Rouen,['Terrasse'],Travaux de réfections de 2 terrasses au CHU de Rouen.,non,cmp2006,fns,attribution,initial,non,2019-09-20
19-143242,76037,ROUEN CEDEX,COMMUNE DE ROUEN,"['Informatique (prestations de services)', 'Prestations de services']",Numéro de la consultation : 19DRC002 Marché d'acquisition de données - Cartographie de l'occupation du sol intra-cimetières de la Ville de Rouen,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143362,76101,ROUEN CEDEX,Département de Seine-Maritime,"[""Produits de l'agriculture""]","Acquisition et livraison de plantes, de graminées et de bulbes à fleurs pour le Département de la Seine-Maritime - 2 lots (19S0234)",non,cmp2006,mapa,appeloffre,initial,oui,2019-09-20
19-141939,76176,Rouen,METROPOLE ROUEN NORMANDIE,['Réseaux divers'],"Fourniture et livraison de matériel de réseaux en fonte, Pvc, Pehd et équipement de robinetterie et fontainerie",non,directive25,joue,attribution,initial,oui,2019-09-20
19-142045,76176,Rouen,METROPOLE ROUEN NORMANDIE,"['Alimentation en eau potable', 'Canalisations', 'Station de pompage']","Travaux de réseaux d'eau potable : Canalisations et branchements associés, station de pompage - Interconnexion des réseaux d'eau potable des communes de Yainville et Duclair",oui,directive25,joue,appeloffre,initial,non,2019-09-20
19-143545,76178,Rouen cedex 1,Etab Public Foncier de Normandie,"['Démolition', 'Amiante (désamiantage)']",Travaux de désamiantage et déconstruction de l'ancienne laiterie Deschamps au Merlerault,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143121,76450,Cany barville,Cté de Cnes de la Côte d'Albatre,['Véhicules (acquisition)'],Acquisition d'un autocar neuf y compris reprise de l'ancien véhicule,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143097,76600,Le havre,ECOLE NATIONALE SUPERIEURE MARITIME,['Chaudronnerie'],Le présent marché a pour objet la création d'une capacité tampon et son installation sur l'installation vapeur de de la centrale thermique de l' ESNM. La prestation se déroulera à Marse,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143109,76600,Le havre,ECOLE NATIONALE SUPERIEURE MARITIME,['Chaudronnerie'],"Travaux de chaudronnerie pour la réparation de la Chaudière pédagogique de l'école nationale supérieure maritime, site de Marseille",non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143383,77000,La rochette,C.A.F. de Seine et Marne,"['Menuiserie', 'Vitrerie']",Marché de travaux pour le remplacement des 2 portes d'entrée par des portes avec sas.,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143009,77124,Villenoy,Ville de Villenoy,['Télésurveillance'],video-protection urbaine phase 1,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143064,77130,Montereau Fault Yonne,Ville de Montereau,['Etude'],etude urbaine de définition de la stratégie de développement du programme action coeur de ville de montereau fault yonne,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143525,77207,Marne-la-vallée cedex,PARIS VALLEE DE LA MARNE,"['Ascenseur', 'Maintenance']","Maintenance et modernisation des appareils élévateurs : ascenseurs, monte-charges, EPMR (Elévateurs de Personnes à Mobilité Réduite) installés dans les bâtiments de la Communauté d'Agglomération",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143551,77220,Tournan-en-Brie,SIETOM de la Région de Tournan-en-Brie,"['Equipement industriel', 'Terrassement', 'Véhicules', 'Voirie et réseaux divers']",Aménagement d'un parking véhicules légers et d'un une aire de lavage pour les camions bennes à ordures ménagères.,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-20
19-143451,77221,Tournan-en-Brie,Ville de Tournan-en-Brie,['Espaces verts'],ACCORD-CADRE FOURNITURE DE FELURS ET PLANTATIONS DES MASSIFS ET ESPACES PUBLICS DE LA COMMUNEDE TOURNAN-EN-BRIE,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
19-143096,77300,Fontainebleau,Château de Fontainebleau,['Prestations de services'],f_m33_2019 prestation d'assistance pour le récolement des oeuvres,non,cmp2006,mapa,appeloffre,initial,non,2019-09-20
19-143072,77347,PONTAULT COMBAULT CEDEX,Ville de Pontault-Combault,"['Conteneur, poubelles', 'Déchets non ménagers (prestations)', 'Déchetterie (exploitation)']",Mise en décharge des déchets verts,non,cmp2006,fns,appeloffre,initial,non,2019-09-20
