a00_cle_idweb,d01_07_cp,d01_08_ville,d01_01_denomination,g04_052_descripteurs_libelles,g04_09_resume_objet,g04_061_criteres_sociaux,g01_02_02_perimetre,g01_02_01_famille,g01_02_03_nature,g01_02_04_statut,g04_062_criteres_environnementaux,g04_01_date_publication
19-142287,70014,VESOUL,COMMUNE DE VESOUL,['Gros oeuvre'],Travaux de reprise de fondation en sous-oeuvre et reconstruction d'un pignon sur un bâtiment communal,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142638,71206,Le Creusot cedex,Communauté urbaine Le Creusot Montceau,"[""Maîtrise d'oeuvre""]",19057dsp - préservation des ressources en eau - travaux de sécurisation des eaux alimentant le lac de la sorme - mission de maîtrise d'oeuvre,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141470,71220,Le rousset marizy,Commune de Le Rousset-Marizy,"['Carburant, hydrocarbure']",LA FOURNITURE DE CARBURANTS ROUTIERS POUR LA STATION-SERVICE COMMUNALE,non,directive24,joue,attribution,initial,non,2019-09-19
19-137965,72305,Sablé sur Sarthe Cedex,Ville de Sablé sur Sarthe,['Véhicules (acquisition)'],Acquisition de véhicules neufs (relance après infructuosité),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142525,73500,MODANE,SOC FRANCAISE TUNNEL ROUTIER DE FREJUS,['Informatique (matériel)'],Fourniture de matériels informatiques et de licences logicielles pour l'évolution du réseau bureautique SFTRF,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141542,74011,Annecy,Ville d'Annecy,['Nettoyage de locaux'],Prestations de nettoyage courant des bâtiments communaux et de la vitrerie des façades extérieures - Lot no 01 - Locaux administratifs et autres bâtiments,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141659,74041,Annecy,Département de la Haute-Savoie,['Quincaillerie (articles)'],"Fourniture d'articles de quincaillerie générale/plomberie, d'outillage spécialisé et de matériel électrique",non,directive24,joue,attribution,initial,non,2019-09-19
19-142665,74220,LA CLUSAZ,SATELC,['Ingénierie'],MISSION DE MAITRISE D'OEUVRE POUR LA RESTRUCTURATION DE REMONTEES MECANIQUES DE LA STATION DE LA CLUSAZ,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142762,74400,CHAMONIX MONT-BLANC,COM COMMUNES VAL CHAMONIX MONT BLANC,"['Assainissement', ""Station d'épuration (travaux)""]",Numéro de la consultation : 19C40T TRAVAUX DE REHABILITATION DES BIOFILTRES DE LA STATION D'EPURATION DES TRABETS,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-138679,74502,Evian-les-Bains Cedex,Ville d'Evian-les-Bains,['Contrôle technique'],requalification des quais et construction d'un parking souterrain - mission de contrôle technique,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141726,75005,Paris,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,"['Produits chimiques', 'Produits pharmaceutiques']",Fourniture d'Air médical produit par compression-filtration,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141186,75005,Paris,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,['Laboratoire (matériel)'],"Chaine automatisée de cultures microbiologiques avec consommables captifs et prestations maintenance pour HU Pitié-Salpétrière et Charles Foix, de l'AP-HP",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141540,75005,PARIS,Museum National d'Histoire Naturelle,['Espaces verts'],"Accord-cadre d'élagage, de taille, d'abattage et de grignotage de souches sur les sites franciliens du Muséum National d'Histoire Naturelle.",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142933,75006,Paris,PARIS SCIENCES LETTRES QUARTIER LATIN,['Gros oeuvre'],Conception et réalisation d'aménagements dans un ensemble immobilier situé au 3 rue Amyot 75005 Paris pour la création d'un centre de formation et de recherche dans un ERP de 3ème catégorie,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-141130,75007,Paris,CAISSE DES DEPOTS,"['Dératisation, désinsectisation']","Dératisation, désinsectisation, désinfection des locaux Cdc",non,directive24,joue,attribution,initial,oui,2019-09-19
19-142277,75007,Paris,Musée du quai Branly-Jacques Chirac,['Revêtements de sols'],Marché de travaux de parquet neuf pour le réaménagement de l'espace d'exposition permanente de la Mezzanine Ouest du musée du quai Branly - Jacques Chirac,non,cmp2006,fns,appeloffre,initial,oui,2019-09-19
19-141797,75010,Paris,PARIS MUSEES,['Signalétique'],"Accord-cadre relatif à la fabrication d'éléments de signalétique (mise en page, impression, façonnage, pose, dépose) pour l'Établissement public Paris Musées",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141499,75011,Paris,GIP RESAH,['Reprographie'],Fourniture de papier de reprographie,non,directive24,joue,attribution,initial,oui,2019-09-19
19-142427,75012,Paris,EPTB Seine Grands Lacs,['Equipements spécialisés'],"CRÉATION ET RÉNOVATION DE STATIONS HYDROMÉTRIQUES - LACS-RÉSERVOIRS MARNE, SEINE ET AUBE",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142647,75012,PARIS,INSEP,['Formation'],Prestations d'intervention professionnelle en faveur des cadres de l'INSEP et du Sport de Haut Niveau,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141505,75013,Paris,Ville de Paris,['Prestations de services'],"Production, transport et installation dans le carré Ledoyen du Jardin des Champs-Elysées à Paris 8e de l'oeuvre 'Bouquet of Tulips' de Jeff Koons",non,directive24,joue,attribution,initial,non,2019-09-19
19-135340,75013,Paris,OPPIC,"[""Oeuvre d'art""]",1% artistique pour l'institut méditerranéen de la ville et des territoires (imvt) à marseille,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142512,75013,Paris,Ville de Paris,['Assainissement'],"Remplacement du Dégrilleur de l'Usine Cité, Paris 1er",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141421,75014,Paris,GIP SNE,['Prestations de services'],Réalisation des missions du gestionnaire territorial du système national d'enregistrement de la demande de logement social,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141519,75015,Paris,PORT AUTONOME DE PARIS,"['Electricité, gaz (fourniture)']",Accord-cadre relatif à la fourniture et à l'acheminement d'électricité,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141198,75015,Paris,MINDEF/SGA/SPAC/S-Direction des achats,['Prestations de services'],Réservation de berceaux,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141133,75017,Paris,CCI Paris Ile-de-France,['Assistance juridique'],Mise en oeuvre de l'organisation juridique et fiscale de la Cci Paris Ile-de-France - 2019-Daj-0071,non,directive24,joue,attribution,initial,non,2019-09-19
19-139803,75019,paris,AGOSPAP,"['Prestations de services', 'Voyage', 'Prestation hotelière']",brochure vacances ete 2020 locations - sejours - voyages seniors en direct,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142892,75020,Paris,VILLE DE PARIS,"['Bâtiment', 'Maçonnerie', 'Menuiserie', 'Plomberie (travaux)']","Travaux de restructuration des locaux EMOP du collège Pierre Mendès-France sis 24, rue Le Vau (20è)",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142470,75020,Paris,VILLE DE PARIS,"['Bâtiment', 'Menuiserie', 'Métallerie']","Réfection des menuiseries extérieures de l'école maternelle sise 68, rue Vitruve (20è)",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141537,75181,Paris cedex 04,Initiative France,['Audit'],Réalisation des audits qualité du réseau Initiative France,non,directive24,joue,attribution,initial,non,2019-09-19
19-141240,75186,Paris,Centre des monuments nationaux,"['Monuments historiques', 'Progiciel']",tierce maintenance applicative du progiciel sap,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142421,75186,Paris Cedex 04,Centre des monuments nationaux,"['Barrage', 'Etude']",prestations de suivi des mesures environnementales et de la biodiversité dans le cadre des travaux de confortement des deux barrages des etangs de corot (92),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141250,75191,Paris,Centre Pompidou,['Prestations de services'],"1908031 - Transport, manutention, conditionnement d'oeuvres d'art et montage, démontage et maintenance des expositions",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141443,75231,Paris cedex,Université Paris 1 - Panthéon Sorbonne,['Assurance'],Prestations d'assurance pour les besoins de l'Université PARIS 1 Panthéon-Sorbonne,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142293,75270,Paris cedex 06,Université Paris Descartes,['Mobilier'],Réfection complète de meubles existants,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142585,75270,Paris cedex 06,Université Paris Descartes,['Surveillance'],"La présente consultation a pour objet de passer un marché de service au sens de l'article L.1111-4 du code de la commande publique. Le marché porte, notamment, sur le remplacement du système de",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142433,75291,Paris cedex 06,SENAT,['Climatisation'],Travaux de création d'une colonne d'eau glacée,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-142320,75571,PARIS,CHNO des Quinze-Vingts,"['Prestations de services', 'Transport']",Prestations de transports sanitaires des patients pour le CHNO des Quinze-Vingts,non,cmp2006,mapa,appeloffre,initial,oui,2019-09-19
19-77820,75572,Paris cedex 12,Ministère Economie Industrie Emploi,['Impression'],"Prestation d'impression sécurisée ou non, de façonnage, de mise sous pli sécurisée ou non, d'affranchissement et d'expédition de documents pour le compte de la DGFiP",non,directive24,joue,attribution,initial,oui,2019-09-19
19-141754,75578,Paris cedex 12,CNFPT,['Formation'],ACH19051,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-104135,75647,Paris,OPPIC,"['Bois', 'Menuiserie']",rp - accord-cadre des travaux de menuiserie-parquet,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141512,75647,PARIS cedex 13,OPPIC,['Assurance'],Assurance dommages - ouvrage pour l'opération d'extension du bâtiment bry 1 de l'Institut National de l'Audiovisuel,non,directive24,joue,attribution,initial,non,2019-09-19
19-142895,75651,Paris cedex 13,ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,['Matériel médical'],"Fourniture, livraison, installation et mise en service d'un cytomètre de flux avec fournitures de consommables et prestations de maintenance",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141346,75902,Paris cedex 15,DIR ANIMATION RECHERCHE ETUDES STATIST,['Informatique (prestations de services)'],"développement d'un extranet, refonte ergonomique et maintenance évolutive et corrective du site des politiques de l'emploi (poem) (rectificatif)",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142226,75927,Paris cedex 19,SPL Paris et Métropole aménagement,['Prestations de services'],Accord-cadre portant sur une mission d'assistance à maîtrise d'ouvrage pour la définition et le suivi opérationnel d'une stratégie de gestion séparative des urines au sein de la ZAC Sai,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-78483,75951,Paris cedex 19,CNAVTS de Paris,['Papeterie'],fourniture de différents types de papier pour les ateliers d'impression des organismes de la branche retraite et le centre national éditique,non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-141539,75954,Paris,CRAM ILE DE FRANCE,['Logiciel'],Mise en place du dossier patient informatisé au centre médical Stalingrad,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-139312,76000,Rouen,Rouen Habitat,"[""Tous corps d'état""]","travaux de réhabilitation de 108 logements, parties communes, enveloppe extérieure, création d'ascenseurs et aménagement des combles en 14 logements de l'immeuble chasselièvre",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142806,76022,Rouen cedex,GRAND PORT MARITIME DE ROUEN,"['Caoutchouc', 'Plastique']",Fourniture de tuyaux flexibles pour colonne flottante de refoulement hydraulique de matériaux de dragage,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141809,76031,Rouen cedex,CHU-Hôpitaux de Rouen,['Gardiennage'],"Prestations de surveillance, de gardiennage et de sécurité des personnes et des biens aux établissements du GHT Rouen Coeur de Seine",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141326,76031,Rouen cedex,CHU-Hôpitaux de Rouen,"['Boisson', 'Matériel médical']","Fourniture de dispositifs médicaux stériles : Chambres implantables, Aiguilles de Huber et Diffuseurs Portables",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141358,76031,Rouen cedex,CHU-Hôpitaux de Rouen,"['Pièces détachées', 'Pneumatiques', 'Transport']",Fourniture et prestations diverses pour les garages des établissements membres du GHT Rouen Coeur de Seine,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141447,76031,Rouen cedex,CHU-Hôpitaux de Rouen,"['Alimentation en eau potable', 'Chauffage (matériel)', 'Interphone', 'Matériaux de construction', 'Matériel électrique', 'Matériel de stérilisation', 'Menuiserie', ""Produits d'entretien"", 'Quincaillerie (articles)', 'Revêtements de sols']","Fournitures, matériaux de construction et pièces détachées pour les ateliers techniques pour les établissements membres du GHT Rouen Coeur de Seine",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142661,76084,LE HAVRE,Ville du Havre,"['Equipement thermique', 'Matériel de sécurité']",Gymnase DOJO Marcel Royer - Travaux de confort thermique et de sécurités,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142659,76085,LE HAVRE,CU AGL HAVRAISE CANT CRIQUETOT ESNEVAL,['Ingénierie'],Maitrise d'oeuvre pour la restauration de la Rouelles à Fontaine la Mallet,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142909,76120,Grand Quevilly,Ville de Grand Quevilly,"['Electricité (travaux)', 'Menuiserie']",Création d'un terrain de football en gazon naturel avec son éclairage et ses parkings au stade Delaune,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141242,76162,Darnétal cedex,Ville de Darnétal,['Bâtiment'],"travaux conservatoires de mise hors d'eau provisoire de l'église de saint-ouen de longpaon à darnétal, édifice protégé au titre des monuments historiques (ismh). (rectificatif)",non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142876,76360,BARENTIN,COMMUNE DE BARENTIN,['Maintenance'],Numéro de la consultation : 2019025 Maintenance et dépannage des lave-vaisselles et du lave-batterie,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141044,76360,Barentin,COMMUNE DE BARENTIN,['Informatique (assistance)'],Maintenance et assistance informatique,non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142875,76503,ELBEUF SUR SEINE,Ville d'Elbeuf sur Seine,"['Equipement sportif', 'Terrain de sport']","Aménagement d'un parc paysager, urbain et sportif parc de La Cerisaie - Construction d'un skatepark",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142373,76801,Saint etienne du rouvray,INST NATIO SCIENCES APPLIQUEES ROUEN,['Laboratoire (matériel)'],Le marché a pour objet la fourniture d'un système d'excitation vibratoire électrodynamique de forte capacité pour l'INSA Rouen Normandie.,non,cmp2006,mapa,attribution,initial,non,2019-09-19
19-142311,76801,Saint etienne du rouvray,INST NATIO SCIENCES APPLIQUEES ROUEN,['Laboratoire (matériel)'],La présente consultation a pour objet la commande d'une caméra infra-rouge permettant la thermographie.,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142306,76801,Saint etienne du rouvray,INST NATIO SCIENCES APPLIQUEES ROUEN,['Laboratoire (matériel)'],La présente consultation a pour objet la commande d'un rhéomètre pour l'INSA Rouen Normandie,non,cmp2006,mapa,attribution,initial,non,2019-09-19
19-142851,77000,Vaux-le-Pénil,COMMUNE VAUX LE PENIL,['Assurance'],Marché d'assurances dommages aux biens et risques annexes,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-137900,77001,Melun cedex,SDIS77,['Assurance'],"Assurance "" flotte véhicules et risques annexes "" pour les besoins du sdis 77",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141464,77052,MELUN CEDEX,CAISSE FRANCAIS DE L ETRANGER,"['Assurance', 'Prestations de services']","Prestations combinées de tiers payant hospitalier et d'assistance, d'assurance complémentaire et d'assistance mondiale",non,directive24,joue,attribution,initial,non,2019-09-19
19-142167,77100,NANTEUIL LES MEAUX,COLLEGE DE LA DHUIS,"['Prestations de services', 'Transport', 'Voyage', 'Prestation hotelière', 'Véhicules (location)']",Prestations de service : organisation de voyages scolaires toutes prestations incluses. les voyages se dérouleront sur le premier semestre 2020,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141325,77107,Meaux cedex,Ville de Meaux,['Plomberie (travaux)'],"Marché de travaux d'entretien, de grosses réparations et travaux neufs de plomberie - sanitaire - chauffage central - climatisation - ventilation dans les bâtiments de la Ville de Meaux.",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-141361,77107,Meaux cedex,Cté d'agglomération du Pays de Meaux,['Plomberie (travaux)'],"Marché de travaux d'entretien, de grosses réparations et travaux neufs de plomberie - sanitaire - chauffage central - climatisation - ventilation dans les bâtiments de la CAPM.",non,autre,joue,rectificatif,rectificatif,non,2019-09-19
19-142902,77200,Torcy,Ville de Torcy,"['Carrelage', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']",REHABILITATION DE LA GRANDE SALLE DE LA FERME DU COUVENT,oui,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142918,77220,Tournan-en-Brie,SIETOM de la Région de Tournan-en-Brie,"['Equipement industriel', 'Terrassement', 'Véhicules', 'Voirie et réseaux divers']",Aménagement d'un parking véhicules légers et d'un une aire de lavage pour les bennes à ordures ménagères.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142635,77444,Marne-La-Vallée cedex 2,Union des Groupements d'Achats Publics,"[""Assistance à maîtrise d'ouvrage"", 'Ingénierie']",etudes de programmation pour l'opération de rénovation du siège de l'ugap (dite anet).,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142523,77448,Marne la vallee cedex 2,EPAMARNE,['Prestations de services'],Accord-cadre multi-attributaire pour la réalisation de reportages photographiques.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142781,77630,arbonne la foret,Mairie d'Arbonne-la-Foret,"['Bâtiment', 'Charpente', 'Couverture', 'Vitraux', 'Electricité, gaz (fourniture)']",Église Saint- Éloi : Restauration extérieure,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142255,78146,Vélizy-villacoublay,COMMUNE DE VELIZY VILLACOUBLAY,"[""Produits d'entretien""]",Marché relatif à la fourniture d'acide chlorhydrique 33% et d'hypochlorite de sodium 13% EN 901 destinés au traitement de l'eau de la piscine municipale,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-141180,78150,Le chesnay,CENTRE HOSPITALIER DE VERSAILLES,['Transport'],RELANCE - Transports médicalisés et paramédicalisés (GHT 78 Sud),non,directive24,joue,attribution,initial,non,2019-09-19
19-142356,78300,Poissy,SIARH (Syndicat Intercommunal d'Assain,['Curage'],Chargement et évacuation des sédiments extraits du bassin de gestion des eaux pluviales de Chambourcy (78),non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141467,78400,Chatou,Commune de Chatou,"['Assistance technique', 'Eclairage public', 'Signalisation']",Marche de travaux neufs et d'entretien d'éclairage public,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142450,78410,Aubergenville,GRAND PARIS SEINE ET OISE,['Voirie et réseaux divers'],Le marché a pour objet la réalisation de travaux d'enfouissement des réseaux aériens rue des Beauvettes à Mézy-sur-Seine et rue des Grésillons à Porcheville.,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142257,78640,Saint-germain de la grange,COMMUNE DE SAINT GERMAIN DE LA GRANGE,['Ascenseur'],CONSTRUCTION D'UN ASCENSEUR PMR POUR ACCES A LA SALLE GOHARD,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142919,78720,SENLISSE,Mairie de SENLISSE,"['Charpente', 'Démolition', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie']",Marché public de travaux d'extension et de fermeture du préau de l'école communale pour la commune de Senlisse - RELANCE(78),non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142738,78800,Houilles,Ville de Houilles,['Espaces verts'],Entretien du patrimoine arboré,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142838,78980,LONGNES,COMMUNE DE LONGNES,['Menuiserie'],Marché public de travaux de remplacement des menuiseries extérieures pour la Commune de Longnes(78),non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142737,79027,Niort cedex,Mairie de Niort,"['Maçonnerie', 'Menuiserie', 'Peinture (travaux)']",Travaux de remplacement de menuiseries au Centre Duguesclin - Bâtiment A,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141758,79027,Niort cedex,Mairie de Niort,['Maintenance'],"Accord-cadre Prestations de maintenance de diverses installations techniques des bâtiments (système de sécurité incendie, équipements de la salle serveurs informatiques)",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141457,79185,Chauray cedex,SDIS des Deux-Sèvres,"['Carburant, hydrocarbure', 'Carte magnétique, carte à puce']",Accord cadre multi-attributaire ayant pour objet la fourniture de carburants en station et prestations annexes à l'aide de cartes accréditives,non,directive24,joue,attribution,initial,non,2019-09-19
19-142639,79200,Parthenay,Communauté Communes Parthenay-Gâtine,['Déchetterie (travaux)'],"Réhabilitation et mise aux normes des déchèteries de Parthenay, Amailloux et Thénezay",non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142590,79205,Parthenay,Communauté Communes Parthenay-Gâtine,"[""Station d'épuration (travaux)""]",Travaux d'extension de la station d'épuration d'amailloux,non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142613,79800,Souvigné,S I DE TRPT SCOLAIRES DU ST MAIXENTAIS,['Véhicules (acquisition)'],acquisition et livraison de deux cars scolaires neufs euro vi avec ethylotest anti demarrage et ayant 55 places + conducteur,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142089,80026,AMIENS CEDEX 1,CENTRE DE GESTION DE LA FPT,['Assurance'],marché relatif à la souscription des contrats d'assurance pour les besoins du centre de gestion de la fonction publique territoriale de la somme,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141221,80027,Amiens,CCAS Amiens,"['Repas, traiteur']","fourniture de plateaux-repas, en mode liaison froide, destinés aux personnes âgées et/ou handicapées et mise à disposition de 4 véhicules réfrigérés pour la livraison",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142593,80400,Ham,CC DE L EST DE LA SOMME,"['Assainissement', 'Canalisations']",renouvellement de canalisation des eaux usées et branchements associées (rectificatif),non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-141830,81013,Albi,Département du Tarn,['Impression'],Impression et livraison du magazine 'Atouts Tarn',non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141863,81100,CASTRES,OPH Agglomération de Castres-Mazamet,['Assurance'],MARCHE PUBLIC DE SERVICES DOMMAGES AUX BIENS ET DES RISQUES ANNEXES,non,directive24,joue,attribution,initial,non,2019-09-19
19-142764,81115,Castres,COMMUNE DE CASTRES,"['Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)']",Numéro de la consultation : 19MUSEEGOYAHOTEL RÉAMÉNAGEMENT ET MISE EN VALEUR DU MUSÉE GOYA ET DE L'HOTEL DE VILLE,non,cmp2006,fns,appeloffre,rectificatif,non,2019-09-19
19-142406,82000,Montauban,DEPARTEMENT DU TARN ET GARONNE,"['Machines-outils', 'Outillage']",Fourniture d'outillage professionnel électroportatif et thermique d'espaces verts,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142312,82013,MONTAUBAN,SYND MIXTE TRAITEMENT ORDURES MENAGERE,"[""Assistance à maîtrise d'ouvrage""]",MISSION D'ASSISTANCE A MAITRISE D'OUVRAGE POUR L'EXTENSION DU QUAI DE TRANSFERT DES DECHETS DE LA DECHETTERIE ECOSUD,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142313,82013,MONTAUBAN CEDEX,Ville de Montauban,"['Protection, chutes de pierres']",MISSIONS DE COORDINATION SECURITE ET PROTECTION DE LA SANTE (SPS) - TRAVAUX RESEAUX D'EAUX PLUVIALES,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142444,83056,Toulon cedex,Var Aménagement Développement,['Prestations de services'],Marché de coordination SPS pour les travaux d'aménagements publics extérieurs et de construction de bâtiments publics sur la plage de pampelonne à ramatuelle (83),non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141268,83056,Toulon,COMMUNE DE TOULON,['Matériel de travaux publics'],Travaux de pose de systèmes anti volatiles au stade Mayol,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141384,83412,Hyères,Commune d'Hyères-les-Palmiers,['Installation portuaire'],Travaux Maritimes Sur Le Domaine Portuaire Communal D'Hyeres Les Palmiers,oui,directive24,joue,appeloffre,initial,non,2019-09-19
19-142308,83720,Trans en Provence,Ville de Trans en Provence,['Terrain de sport'],Rénovation de deux courts de tennis en béton poreux et pose de nouvelle clôture,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142284,83800,Toulon cedex 9,MINDEF/SGA/DCSID/ESID.TOULON,['Bâtiment'],HYERES - 54ème RA - Quartier Pradère - Réfection des aires de lavage,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142524,83957,La Garde,Ville de La Garde,"['Chauffage (travaux)', 'Plomberie (travaux)']","TRAVAUX DE RENOVATION DES INSTALLATIONS TECHNIQUES, CHAUFFAGE-VENTILATION-PLOMBERIE, DU GYMNASE JACQUES TROIN A LA GARDE",non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141496,84018,Avignon,SCE DEPARTEMENTAL INCENDIE ET SECOURS,"['Equipements spécialisés', 'Véhicules']","AMENAGEMENT, EQUIPEMENT ET SIGNALISATION de VEHICULES DU SDIS de VAUCLUSE",non,directive24,joue,appeloffre,initial,non,2019-09-19
19-123639,84045,Avignon cedex 09,Ville d'Avignon,"['Impression', ""Matériel d'imprimerie"", 'Reprographie']","acquisition, maintenance de matériels et logiciels de reprographie, fourniture de consommables et prestations associées",non,directive24,joue,appeloffre,initial,oui,2019-09-19
19-142507,84500,BOLLENE,COMMUNE DE BOLLENE,['Maçonnerie'],Sécurisation du site classé du Barry ville de Bollène (84),non,cmp2006,fns,attribution,initial,non,2019-09-19
19-142846,84530,Villelaure,Commune de Villelaure,['Réseaux divers'],Mise en séparatif du réseau d'assainissement par la création d'un réseau pluvial Rue Savournine,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-141063,84706,Sorgues,Ville de Sorgues,"['Electricité, gaz (fourniture)']",Fourniture D'électricité Rendu Site Et Services Associes A Cette Fourniture,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-141668,85017,LA ROCHE SUR YON Cedex,SDIS 85,['Equipements spécialisés'],Acquisition d'un simulateur de feux réels avec traitement des fumées destiné à la formation des sapeurs-pompiers du SDIS de la Vendée,non,directive24,joue,appeloffre,initial,non,2019-09-19
19-142521,85167,SAINT-JEAN-DE-MONTS Cedex,CC Océan Marais de Monts,"['Charpente', 'Cloison, faux plafond', 'Gros oeuvre', 'Menuiserie', 'Plomberie (travaux)']",Travaux de construction d'un bureau d'information touristique,non,cmp2006,fns,appeloffre,initial,non,2019-09-19
19-142485,85330,Noirmoutier en l'île,Ville de Noirmoutier,"['Electricité, gaz (fourniture)']",fourniture d'électricité pour les bâtiments communaux,non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-142615,85400,LUÇON,CC Sud Vendée Littoral,"['Audiovisuel', 'Boîtes aux lettres', 'Edition', 'Impression']","Accord cadre à bons de commande pour des prestations de conception, impression et distribution du magazine communautaire et prestations photographiques associées.",non,cmp2006,mapa,appeloffre,initial,non,2019-09-19
19-141150,85400,LUÇON,CC Sud Vendée Littoral,['Transport'],Transports d'enfants des écoles et des Accueils de loisirs du territoire de la Communauté de Communes Sud Vendée Littoral,non,directive24,joue,attribution,initial,non,2019-09-19
